date_id,currency_code,rate_to_usd
20231201,EUR,0.91954
20231201,GBP,0.79122
20231201,JPY,148.17
20231201,USD,1
20231202,CAD,1.355
20231202,EUR,0.91954
20231202,GBP,0.79122
20231202,JPY,148.17
20231202,USD,1
20231203,CAD,1.355
20231203,EUR,0.91954
20231203,GBP,0.79122
20231203,JPY,148.17
20231203,USD,1
20231204,CAD,1.3541
20231204,EUR,0.92013
20231204,GBP,0.78938
20231204,JPY,146.73
20231204,USD,1
20231205,CAD,1.359
20231205,EUR,0.92447
20231205,GBP,0.79248
20231205,JPY,147.11
20231205,USD,1
20231206,CAD,1.3561
20231206,EUR,0.92782
20231206,GBP,0.7943
20231206,JPY,147.24
20231206,USD,1
20231207,CAD,1.3607
20231207,EUR,0.92842
20231207,GBP,0.79612
20231207,JPY,145
20231207,USD,1
20231208,CAD,1.3572
20231208,EUR,0.9279
20231208,GBP,0.79512
20231208,JPY,144.32
20231208,USD,1
20231209,CAD,1.3572
20231209,EUR,0.9279
20231209,GBP,0.79512
20231209,JPY,144.32
20231209,USD,1
20231210,CAD,1.3572
20231210,EUR,0.9279
20231210,GBP,0.79512
20231210,JPY,144.32
20231210,USD,1
20231211,CAD,1.3581
20231211,EUR,0.92963
20231211,GBP,0.79557
20231211,JPY,146.45
20231211,USD,1
20231212,CAD,1.3565
20231212,EUR,0.92558
20231212,GBP,0.79534
20231212,JPY,145.17
20231212,USD,1
20231213,CAD,1.3576
20231213,EUR,0.92704
20231213,GBP,0.79837
20231213,JPY,145.67
20231213,USD,1
20231214,CAD,1.3442
20231214,EUR,0.91583
20231214,GBP,0.78721
20231214,JPY,141.77
20231214,USD,1
20231215,CAD,1.3387
20231215,EUR,0.91358
20231215,GBP,0.78415
20231215,JPY,141.74
20231215,USD,1
20231216,CAD,1.3387
20231216,EUR,0.91358
20231216,GBP,0.78415
20231216,JPY,141.74
20231216,USD,1
20231217,CAD,1.3387
20231217,EUR,0.91358
20231217,GBP,0.78415
20231217,JPY,141.74
20231217,USD,1
20231218,CAD,1.3358
20231218,EUR,0.91592
20231218,GBP,0.7901
20231218,JPY,142.84
20231218,USD,1
20231219,CAD,1.3385
20231219,EUR,0.91224
20231219,GBP,0.7854
20231219,JPY,144.32
20231219,USD,1
20231220,CAD,1.3349
20231220,EUR,0.91374
20231220,GBP,0.79089
20231220,JPY,143.57
20231220,USD,1
20231221,CAD,1.3355
20231221,EUR,0.9105
20231221,GBP,0.79036
20231221,JPY,142.76
20231221,USD,1
20231222,CAD,1.328
20231222,EUR,0.90719
20231222,GBP,0.78617
20231222,JPY,142.12
20231222,USD,1
20231223,CAD,1.328
20231223,EUR,0.90719
20231223,GBP,0.78617
20231223,JPY,142.12
20231223,USD,1
20231224,CAD,1.328
20231224,EUR,0.90719
20231224,GBP,0.78617
20231224,JPY,142.12
20231224,USD,1
20231225,CAD,1.328
20231225,EUR,0.90719
20231225,GBP,0.78617
20231225,JPY,142.12
20231225,USD,1
20231226,CAD,1.328
20231226,EUR,0.90719
20231226,GBP,0.78617
20231226,JPY,142.12
20231226,USD,1
20231227,CAD,1.3206
20231227,EUR,0.90375
20231227,GBP,0.78473
20231227,JPY,142.62
20231227,USD,1
20231228,CAD,1.3225
20231228,EUR,0.89977
20231228,GBP,0.78334
20231228,JPY,140.88
20231228,USD,1
20231229,CAD,1.3251
20231229,EUR,0.90498
20231229,GBP,0.78647
20231229,JPY,141.48
20231229,USD,1
20231230,CAD,1.3251
20231230,EUR,0.90498
20231230,GBP,0.78647
20231230,JPY,141.48
20231230,USD,1
20231231,CAD,1.3251
20231231,EUR,0.90498
20231231,GBP,0.78647
20231231,JPY,141.48
20231231,USD,1
20240101,CAD,1.3251
20240101,EUR,0.90498
20240101,GBP,0.78647
20240101,JPY,141.48
20240101,USD,1
20240102,CAD,1.3294
20240102,EUR,0.91274
20240102,GBP,0.79085
20240102,JPY,142.1
20240102,USD,1
20240103,CAD,1.3347
20240103,EUR,0.91583
20240103,GBP,0.79192
20240103,JPY,143.02
20240103,USD,1
20240104,CAD,1.3332
20240104,EUR,0.91299
20240104,GBP,0.78771
20240104,JPY,144.17
20240104,USD,1
20240105,CAD,1.3369
20240105,EUR,0.91567
20240105,GBP,0.7894
20240105,JPY,145.2
20240105,USD,1
20240106,CAD,1.3369
20240106,EUR,0.91567
20240106,GBP,0.7894
20240106,JPY,145.2
20240106,USD,1
20240107,CAD,1.3369
20240107,EUR,0.91567
20240107,GBP,0.7894
20240107,JPY,145.2
20240107,USD,1
20240108,CAD,1.3385
20240108,EUR,0.91358
20240108,GBP,0.78705
20240108,JPY,144.52
20240108,USD,1
20240109,CAD,1.3357
20240109,EUR,0.91408
20240109,GBP,0.78554
20240109,JPY,144.09
20240109,USD,1
20240110,CAD,1.3383
20240110,EUR,0.91358
20240110,GBP,0.78589
20240110,JPY,145.29
20240110,USD,1
20240111,CAD,1.3359
20240111,EUR,0.91017
20240111,GBP,0.78406
20240111,JPY,145.36
20240111,USD,1
20240112,CAD,1.3374
20240112,EUR,0.91391
20240112,GBP,0.78551
20240112,JPY,145.47
20240112,USD,1
20240113,CAD,1.3374
20240113,EUR,0.91391
20240113,GBP,0.78551
20240113,JPY,145.47
20240113,USD,1
20240114,CAD,1.3374
20240114,EUR,0.91391
20240114,GBP,0.78551
20240114,JPY,145.47
20240114,USD,1
20240115,CAD,1.3426
20240115,EUR,0.91366
20240115,GBP,0.78643
20240115,JPY,145.88
20240115,USD,1
20240116,CAD,1.3473
20240116,EUR,0.91895
20240116,GBP,0.79101
20240116,JPY,146.7
20240116,USD,1
20240117,CAD,1.3516
20240117,EUR,0.91937
20240117,GBP,0.78899
20240117,JPY,147.7
20240117,USD,1
20240118,CAD,1.35
20240118,EUR,0.91954
20240118,GBP,0.78872
20240118,JPY,147.94
20240118,USD,1
20240119,CAD,1.3462
20240119,EUR,0.91853
20240119,GBP,0.78833
20240119,JPY,148.04
20240119,USD,1
20240120,CAD,1.3462
20240120,EUR,0.91853
20240120,GBP,0.78833
20240120,JPY,148.04
20240120,USD,1
20240121,CAD,1.3462
20240121,EUR,0.91853
20240121,GBP,0.78833
20240121,JPY,148.04
20240121,USD,1
20240122,CAD,1.3425
20240122,EUR,0.91827
20240122,GBP,0.78581
20240122,JPY,147.8
20240122,USD,1
20240123,CAD,1.3473
20240123,EUR,0.91979
20240123,GBP,0.78636
20240123,JPY,147.98
20240123,USD,1
20240124,CAD,1.3452
20240124,EUR,0.91701
20240124,GBP,0.78444
20240124,JPY,147.14
20240124,USD,1
20240125,CAD,1.3508
20240125,EUR,0.91802
20240125,GBP,0.78526
20240125,JPY,147.63
20240125,USD,1
20240126,CAD,1.3437
20240126,EUR,0.91988
20240126,GBP,0.78528
20240126,JPY,147.75
20240126,USD,1
20240127,CAD,1.3437
20240127,EUR,0.91988
20240127,GBP,0.78528
20240127,JPY,147.75
20240127,USD,1
20240128,CAD,1.3437
20240128,EUR,0.91988
20240128,GBP,0.78528
20240128,JPY,147.75
20240128,USD,1
20240129,CAD,1.3436
20240129,EUR,0.92396
20240129,GBP,0.78767
20240129,JPY,147.95
20240129,USD,1
20240130,CAD,1.3428
20240130,EUR,0.922
20240130,GBP,0.78949
20240130,JPY,147.49
20240130,USD,1
20240131,CAD,1.3434
20240131,EUR,0.92276
20240131,GBP,0.78836
20240131,JPY,147.82
20240131,USD,1
20240201,CAD,1.3449
20240201,EUR,0.92473
20240201,GBP,0.78928
20240201,JPY,146.99
20240201,USD,1
20240202,CAD,1.3375
20240202,EUR,0.91886
20240202,GBP,0.78345
20240202,JPY,146.63
20240202,USD,1
20240203,CAD,1.3375
20240203,EUR,0.91886
20240203,GBP,0.78345
20240203,JPY,146.63
20240203,USD,1
20240204,CAD,1.3375
20240204,EUR,0.91886
20240204,GBP,0.78345
20240204,JPY,146.63
20240204,USD,1
20240205,CAD,1.35
20240205,EUR,0.93058
20240205,GBP,0.79653
20240205,JPY,148.63
20240205,USD,1
20240206,CAD,1.3521
20240206,EUR,0.93084
20240206,GBP,0.79549
20240206,JPY,148.52
20240206,USD,1
20240207,CAD,1.3457
20240207,EUR,0.92799
20240207,GBP,0.79162
20240207,JPY,148.21
20240207,USD,1
20240208,CAD,1.3483
20240208,EUR,0.92954
20240208,GBP,0.79362
20240208,JPY,149.24
20240208,USD,1
20240209,CAD,1.3448
20240209,EUR,0.92833
20240209,GBP,0.79317
20240209,JPY,149.46
20240209,USD,1
20240210,CAD,1.3448
20240210,EUR,0.92833
20240210,GBP,0.79317
20240210,JPY,149.46
20240210,USD,1
20240211,CAD,1.3448
20240211,EUR,0.92833
20240211,GBP,0.79317
20240211,JPY,149.46
20240211,USD,1
20240212,CAD,1.3463
20240212,EUR,0.92825
20240212,GBP,0.79264
20240212,JPY,148.99
20240212,USD,1
20240213,CAD,1.3445
20240213,EUR,0.92653
20240213,GBP,0.78846
20240213,JPY,149.33
20240213,USD,1
20240214,CAD,1.3543
20240214,EUR,0.93345
20240214,GBP,0.79584
20240214,JPY,150.55
20240214,USD,1
20240215,CAD,1.3541
20240215,EUR,0.93084
20240215,GBP,0.79712
20240215,JPY,150.11
20240215,USD,1
20240216,CAD,1.3483
20240216,EUR,0.92868
20240216,GBP,0.79499
20240216,JPY,150.33
20240216,USD,1
20240217,CAD,1.3483
20240217,EUR,0.92868
20240217,GBP,0.79499
20240217,JPY,150.33
20240217,USD,1
20240218,CAD,1.3483
20240218,EUR,0.92868
20240218,GBP,0.79499
20240218,JPY,150.33
20240218,USD,1
20240219,CAD,1.3476
20240219,EUR,0.92799
20240219,GBP,0.79295
20240219,JPY,149.95
20240219,USD,1
20240220,CAD,1.3481
20240220,EUR,0.92575
20240220,GBP,0.793
20240220,JPY,150.14
20240220,USD,1
20240221,CAD,1.3524
20240221,EUR,0.92515
20240221,GBP,0.79211
20240221,JPY,149.99
20240221,USD,1
20240222,CAD,1.348
20240222,EUR,0.92217
20240222,GBP,0.78961
20240222,JPY,150.42
20240222,USD,1
20240223,CAD,1.3464
20240223,EUR,0.92302
20240223,GBP,0.78771
20240223,JPY,150.37
20240223,USD,1
20240224,CAD,1.3464
20240224,EUR,0.92302
20240224,GBP,0.78771
20240224,JPY,150.37
20240224,USD,1
20240225,CAD,1.3464
20240225,EUR,0.92302
20240225,GBP,0.78771
20240225,JPY,150.37
20240225,USD,1
20240226,CAD,1.3522
20240226,EUR,0.92149
20240226,GBP,0.78783
20240226,JPY,150.55
20240226,USD,1
20240227,CAD,1.3495
20240227,EUR,0.92115
20240227,GBP,0.78869
20240227,JPY,150.18
20240227,USD,1
20240228,CAD,1.3591
20240228,EUR,0.92524
20240228,GBP,0.79152
20240228,JPY,150.69
20240228,USD,1
20240229,CAD,1.3596
20240229,EUR,0.9237
20240229,GBP,0.7912
20240229,JPY,150.13
20240229,USD,1
20240301,CAD,1.3575
20240301,EUR,0.92481
20240301,GBP,0.79153
20240301,JPY,150.58
20240301,USD,1
20240302,CAD,1.3575
20240302,EUR,0.92481
20240302,GBP,0.79153
20240302,JPY,150.58
20240302,USD,1
20240303,CAD,1.3575
20240303,EUR,0.92481
20240303,GBP,0.79153
20240303,JPY,150.58
20240303,USD,1
20240304,CAD,1.3571
20240304,EUR,0.922
20240304,GBP,0.78907
20240304,JPY,150.49
20240304,USD,1
20240305,CAD,1.3593
20240305,EUR,0.92174
20240305,GBP,0.78849
20240305,JPY,150.25
20240305,USD,1
20240306,CAD,1.3583
20240306,EUR,0.91962
20240306,GBP,0.78626
20240306,JPY,149.6
20240306,USD,1
20240307,CAD,1.3497
20240307,EUR,0.91785
20240307,GBP,0.78426
20240307,JPY,147.86
20240307,USD,1
20240308,CAD,1.3448
20240308,EUR,0.91475
20240308,GBP,0.77907
20240308,JPY,147.26
20240308,USD,1
20240309,CAD,1.3448
20240309,EUR,0.91475
20240309,GBP,0.77907
20240309,JPY,147.26
20240309,USD,1
20240310,CAD,1.3448
20240310,EUR,0.91475
20240310,GBP,0.77907
20240310,JPY,147.26
20240310,USD,1
20240311,CAD,1.3503
20240311,EUR,0.91525
20240311,GBP,0.77986
20240311,JPY,146.83
20240311,USD,1
20240312,CAD,1.3502
20240312,EUR,0.91609
20240312,GBP,0.78287
20240312,JPY,147.85
20240312,USD,1
20240313,CAD,1.3489
20240313,EUR,0.91416
20240313,GBP,0.78116
20240313,JPY,147.94
20240313,USD,1
20240314,CAD,1.3478
20240314,EUR,0.91533
20240314,GBP,0.78188
20240314,JPY,148.01
20240314,USD,1
20240315,CAD,1.3525
20240315,EUR,0.91811
20240315,GBP,0.78415
20240315,JPY,148.76
20240315,USD,1
20240316,CAD,1.3525
20240316,EUR,0.91811
20240316,GBP,0.78415
20240316,JPY,148.76
20240316,USD,1
20240317,CAD,1.3525
20240317,EUR,0.91811
20240317,GBP,0.78415
20240317,JPY,148.76
20240317,USD,1
20240318,CAD,1.3537
20240318,EUR,0.91811
20240318,GBP,0.78521
20240318,JPY,149.2
20240318,USD,1
20240319,CAD,1.3605
20240319,EUR,0.92132
20240319,GBP,0.78722
20240319,JPY,150.52
20240319,USD,1
20240320,CAD,1.3589
20240320,EUR,0.92217
20240320,GBP,0.78788
20240320,JPY,151.73
20240320,USD,1
20240321,CAD,1.3511
20240321,EUR,0.91684
20240321,GBP,0.78553
20240321,JPY,151.24
20240321,USD,1
20240322,CAD,1.3571
20240322,EUR,0.92396
20240322,GBP,0.79271
20240322,JPY,151.29
20240322,USD,1
20240323,CAD,1.3571
20240323,EUR,0.92396
20240323,GBP,0.79271
20240323,JPY,151.29
20240323,USD,1
20240324,CAD,1.3571
20240324,EUR,0.92396
20240324,GBP,0.79271
20240324,JPY,151.29
20240324,USD,1
20240325,CAD,1.3587
20240325,EUR,0.92293
20240325,GBP,0.79094
20240325,JPY,151.16
20240325,USD,1
20240326,CAD,1.3559
20240326,EUR,0.92123
20240326,GBP,0.79084
20240326,JPY,151.45
20240326,USD,1
20240327,CAD,1.3602
20240327,EUR,0.92456
20240327,GBP,0.79297
20240327,JPY,151.18
20240327,USD,1
20240328,CAD,1.3571
20240328,EUR,0.92498
20240328,GBP,0.79095
20240328,JPY,151.19
20240328,USD,1
20240329,CAD,1.3571
20240329,EUR,0.92498
20240329,GBP,0.79095
20240329,JPY,151.19
20240329,USD,1
20240330,CAD,1.3571
20240330,EUR,0.92498
20240330,GBP,0.79095
20240330,JPY,151.19
20240330,USD,1
20240331,CAD,1.3571
20240331,EUR,0.92498
20240331,GBP,0.79095
20240331,JPY,151.19
20240331,USD,1
20240401,CAD,1.3571
20240401,EUR,0.92498
20240401,GBP,0.79095
20240401,JPY,151.19
20240401,USD,1
20240402,CAD,1.3561
20240402,EUR,0.93032
20240402,GBP,0.79552
20240402,JPY,151.65
20240402,USD,1
20240403,CAD,1.3564
20240403,EUR,0.92739
20240403,GBP,0.79489
20240403,JPY,151.78
20240403,USD,1
20240404,CAD,1.3502
20240404,EUR,0.92149
20240404,GBP,0.79053
20240404,JPY,151.76
20240404,USD,1
20240405,CAD,1.3561
20240405,EUR,0.92242
20240405,GBP,0.79119
20240405,JPY,151.37
20240405,USD,1
20240406,CAD,1.3561
20240406,EUR,0.92242
20240406,GBP,0.79119
20240406,JPY,151.37
20240406,USD,1
20240407,CAD,1.3561
20240407,EUR,0.92242
20240407,GBP,0.79119
20240407,JPY,151.37
20240407,USD,1
20240408,CAD,1.3596
20240408,EUR,0.92396
20240408,GBP,0.79271
20240408,JPY,151.93
20240408,USD,1
20240409,CAD,1.3572
20240409,EUR,0.92022
20240409,GBP,0.78829
20240409,JPY,151.81
20240409,USD,1
20240410,CAD,1.3562
20240410,EUR,0.92081
20240410,GBP,0.78743
20240410,JPY,151.83
20240410,USD,1
20240411,CAD,1.369
20240411,EUR,0.93205
20240411,GBP,0.79714
20240411,JPY,153.02
20240411,USD,1
20240412,CAD,1.3747
20240412,EUR,0.93879
20240412,GBP,0.80195
20240412,JPY,153.17
20240412,USD,1
20240413,CAD,1.3747
20240413,EUR,0.93879
20240413,GBP,0.80195
20240413,JPY,153.17
20240413,USD,1
20240414,CAD,1.3747
20240414,EUR,0.93879
20240414,GBP,0.80195
20240414,JPY,153.17
20240414,USD,1
20240415,CAD,1.3743
20240415,EUR,0.93844
20240415,GBP,0.80147
20240415,JPY,153.95
20240415,USD,1
20240416,CAD,1.379
20240416,EUR,0.94011
20240416,GBP,0.80323
20240416,JPY,154.69
20240416,USD,1
20240417,CAD,1.381
20240417,EUR,0.94003
20240417,GBP,0.80278
20240417,JPY,154.67
20240417,USD,1
20240418,CAD,1.3753
20240418,EUR,0.93642
20240418,GBP,0.80184
20240418,JPY,154.34
20240418,USD,1
20240419,CAD,1.3767
20240419,EUR,0.9387
20240419,GBP,0.80372
20240419,JPY,154.59
20240419,USD,1
20240420,CAD,1.3767
20240420,EUR,0.9387
20240420,GBP,0.80372
20240420,JPY,154.59
20240420,USD,1
20240421,CAD,1.3767
20240421,EUR,0.9387
20240421,GBP,0.80372
20240421,JPY,154.59
20240421,USD,1
20240422,CAD,1.3725
20240422,EUR,0.94056
20240422,GBP,0.81196
20240422,JPY,154.73
20240422,USD,1
20240423,CAD,1.37
20240423,EUR,0.93686
20240423,GBP,0.80616
20240423,JPY,154.8
20240423,USD,1
20240424,CAD,1.3689
20240424,EUR,0.9358
20240424,GBP,0.80428
20240424,JPY,154.94
20240424,USD,1
20240425,CAD,1.3674
20240425,EUR,0.93284
20240425,GBP,0.79921
20240425,JPY,155.56
20240425,USD,1
20240426,CAD,1.3657
20240426,EUR,0.93336
20240426,GBP,0.79936
20240426,JPY,156.83
20240426,USD,1
20240427,CAD,1.3657
20240427,EUR,0.93336
20240427,GBP,0.79936
20240427,JPY,156.83
20240427,USD,1
20240428,CAD,1.3657
20240428,EUR,0.93336
20240428,GBP,0.79936
20240428,JPY,156.83
20240428,USD,1
20240429,CAD,1.3652
20240429,EUR,0.93284
20240429,GBP,0.79751
20240429,JPY,156.28
20240429,USD,1
20240430,CAD,1.3689
20240430,EUR,0.93301
20240430,GBP,0.79752
20240430,JPY,157
20240430,USD,1
20240501,CAD,1.3689
20240501,EUR,0.93301
20240501,GBP,0.79752
20240501,JPY,157
20240501,USD,1
20240502,CAD,1.372
20240502,EUR,0.93475
20240502,GBP,0.79957
20240502,JPY,154.82
20240502,USD,1
20240503,CAD,1.3665
20240503,EUR,0.93075
20240503,GBP,0.79647
20240503,JPY,153.22
20240503,USD,1
20240504,CAD,1.3665
20240504,EUR,0.93075
20240504,GBP,0.79647
20240504,JPY,153.22
20240504,USD,1
20240505,CAD,1.3665
20240505,EUR,0.93075
20240505,GBP,0.79647
20240505,JPY,153.22
20240505,USD,1
20240506,CAD,1.367
20240506,EUR,0.92799
20240506,GBP,0.79491
20240506,JPY,153.77
20240506,USD,1
20240507,CAD,1.3682
20240507,EUR,0.92885
20240507,GBP,0.797
20240507,JPY,154.61
20240507,USD,1
20240508,CAD,1.3762
20240508,EUR,0.93084
20240508,GBP,0.80129
20240508,JPY,155.59
20240508,USD,1
20240509,CAD,1.3723
20240509,EUR,0.93179
20240509,GBP,0.8013
20240509,JPY,155.91
20240509,USD,1
20240510,CAD,1.3681
20240510,EUR,0.92773
20240510,GBP,0.79836
20240510,JPY,155.74
20240510,USD,1
20240511,CAD,1.3681
20240511,EUR,0.92773
20240511,GBP,0.79836
20240511,JPY,155.74
20240511,USD,1
20240512,CAD,1.3681
20240512,EUR,0.92773
20240512,GBP,0.79836
20240512,JPY,155.74
20240512,USD,1
20240513,CAD,1.367
20240513,EUR,0.92635
20240513,GBP,0.79688
20240513,JPY,155.86
20240513,USD,1
20240514,CAD,1.3665
20240514,EUR,0.92627
20240514,GBP,0.79643
20240514,JPY,156.44
20240514,USD,1
20240515,CAD,1.3629
20240515,EUR,0.92319
20240515,GBP,0.79247
20240515,JPY,155.49
20240515,USD,1
20240516,CAD,1.363
20240516,EUR,0.9203
20240516,GBP,0.79008
20240516,JPY,154.91
20240516,USD,1
20240517,CAD,1.3633
20240517,EUR,0.92217
20240517,GBP,0.79016
20240517,JPY,155.81
20240517,USD,1
20240518,CAD,1.3633
20240518,EUR,0.92217
20240518,GBP,0.79016
20240518,JPY,155.81
20240518,USD,1
20240519,CAD,1.3633
20240519,EUR,0.92217
20240519,GBP,0.79016
20240519,JPY,155.81
20240519,USD,1
20240520,CAD,1.3625
20240520,EUR,0.92073
20240520,GBP,0.78766
20240520,JPY,155.83
20240520,USD,1
20240521,CAD,1.362
20240521,EUR,0.92047
20240521,GBP,0.78645
20240521,JPY,156.35
20240521,USD,1
20240522,CAD,1.3675
20240522,EUR,0.92336
20240522,GBP,0.78638
20240522,JPY,156.55
20240522,USD,1
20240523,CAD,1.3665
20240523,EUR,0.92132
20240523,GBP,0.78473
20240523,JPY,156.53
20240523,USD,1
20240524,CAD,1.3713
20240524,EUR,0.92251
20240524,GBP,0.78636
20240524,JPY,157.08
20240524,USD,1
20240525,CAD,1.3713
20240525,EUR,0.92251
20240525,GBP,0.78636
20240525,JPY,157.08
20240525,USD,1
20240526,CAD,1.3713
20240526,EUR,0.92251
20240526,GBP,0.78636
20240526,JPY,157.08
20240526,USD,1
20240527,CAD,1.3661
20240527,EUR,0.92225
20240527,GBP,0.78456
20240527,JPY,156.85
20240527,USD,1
20240528,CAD,1.3619
20240528,EUR,0.91895
20240528,GBP,0.78184
20240528,JPY,156.72
20240528,USD,1
20240529,CAD,1.3667
20240529,EUR,0.92106
20240529,GBP,0.7841
20240529,JPY,157.26
20240529,USD,1
20240530,CAD,1.3711
20240530,EUR,0.92464
20240530,GBP,0.78692
20240530,JPY,156.73
20240530,USD,1
20240531,CAD,1.3642
20240531,EUR,0.92149
20240531,GBP,0.78663
20240531,JPY,157.13
20240531,USD,1
20240601,CAD,1.3642
20240601,EUR,0.92149
20240601,GBP,0.78663
20240601,JPY,157.13
20240601,USD,1
20240602,CAD,1.3642
20240602,EUR,0.92149
20240602,GBP,0.78663
20240602,JPY,157.13
20240602,USD,1
20240603,CAD,1.3636
20240603,EUR,0.92234
20240603,GBP,0.7856
20240603,JPY,156.88
20240603,USD,1
20240604,CAD,1.3677
20240604,EUR,0.92039
20240604,GBP,0.78364
20240604,JPY,154.89
20240604,USD,1
20240605,CAD,1.3675
20240605,EUR,0.91979
20240605,GBP,0.78227
20240605,JPY,156.11
20240605,USD,1
20240606,CAD,1.3694
20240606,EUR,0.92039
20240606,GBP,0.78314
20240606,JPY,156.23
20240606,USD,1
20240607,CAD,1.3674
20240607,EUR,0.9176
20240607,GBP,0.78106
20240607,JPY,155.55
20240607,USD,1
20240608,CAD,1.3674
20240608,EUR,0.9176
20240608,GBP,0.78106
20240608,JPY,155.55
20240608,USD,1
20240609,CAD,1.3674
20240609,EUR,0.9176
20240609,GBP,0.78106
20240609,JPY,155.55
20240609,USD,1
20240610,CAD,1.3761
20240610,EUR,0.92971
20240610,GBP,0.78621
20240610,JPY,156.88
20240610,USD,1
20240611,CAD,1.3775
20240611,EUR,0.93197
20240611,GBP,0.7847
20240611,JPY,157
20240611,USD,1
20240612,CAD,1.3744
20240612,EUR,0.92894
20240612,GBP,0.7837
20240612,JPY,157.32
20240612,USD,1
20240613,CAD,1.3745
20240613,EUR,0.9273
20240613,GBP,0.78327
20240613,JPY,157.25
20240613,USD,1
20240614,CAD,1.376
20240614,EUR,0.9358
20240614,GBP,0.78799
20240614,JPY,157.03
20240614,USD,1
20240615,CAD,1.376
20240615,EUR,0.9358
20240615,GBP,0.78799
20240615,JPY,157.03
20240615,USD,1
20240616,CAD,1.376
20240616,EUR,0.9358
20240616,GBP,0.78799
20240616,JPY,157.03
20240616,USD,1
20240617,CAD,1.3747
20240617,EUR,0.93353
20240617,GBP,0.78952
20240617,JPY,157.87
20240617,USD,1
20240618,CAD,1.3748
20240618,EUR,0.93327
20240618,GBP,0.78899
20240618,JPY,158.11
20240618,USD,1
20240619,CAD,1.371
20240619,EUR,0.93032
20240619,GBP,0.7857
20240619,JPY,157.95
20240619,USD,1
20240620,CAD,1.371
20240620,EUR,0.93292
20240620,GBP,0.78844
20240620,JPY,158.43
20240620,USD,1
20240621,CAD,1.369
20240621,EUR,0.93563
20240621,GBP,0.7909
20240621,JPY,158.89
20240621,USD,1
20240622,CAD,1.369
20240622,EUR,0.93563
20240622,GBP,0.7909
20240622,JPY,158.89
20240622,USD,1
20240623,CAD,1.369
20240623,EUR,0.93563
20240623,GBP,0.7909
20240623,JPY,158.89
20240623,USD,1
20240624,CAD,1.3683
20240624,EUR,0.93197
20240624,GBP,0.78966
20240624,JPY,159.52
20240624,USD,1
20240625,CAD,1.3674
20240625,EUR,0.93336
20240625,GBP,0.78836
20240625,JPY,159.45
20240625,USD,1
20240626,CAD,1.3685
20240626,EUR,0.93554
20240626,GBP,0.79009
20240626,JPY,160.37
20240626,USD,1
20240627,CAD,1.3694
20240627,EUR,0.93493
20240627,GBP,0.79086
20240627,JPY,160.49
20240627,USD,1
20240628,CAD,1.3704
20240628,EUR,0.93414
20240628,GBP,0.79064
20240628,JPY,160.62
20240628,USD,1
20240629,CAD,1.3704
20240629,EUR,0.93414
20240629,GBP,0.79064
20240629,JPY,160.62
20240629,USD,1
20240630,CAD,1.3704
20240630,EUR,0.93414
20240630,GBP,0.79064
20240630,JPY,160.62
20240630,USD,1
20240701,CAD,1.3691
20240701,EUR,0.93067
20240701,GBP,0.78911
20240701,JPY,161.14
20240701,USD,1
20240702,CAD,1.3726
20240702,EUR,0.93205
20240702,GBP,0.78996
20240702,JPY,161.53
20240702,USD,1
20240703,CAD,1.3667
20240703,EUR,0.92954
20240703,GBP,0.78714
20240703,JPY,161.91
20240703,USD,1
20240704,CAD,1.3616
20240704,EUR,0.92593
20240704,GBP,0.78392
20240704,JPY,160.96
20240704,USD,1
20240705,CAD,1.3614
20240705,EUR,0.92387
20240705,GBP,0.78172
20240705,JPY,160.81
20240705,USD,1
20240706,CAD,1.3614
20240706,EUR,0.92387
20240706,GBP,0.78172
20240706,JPY,160.81
20240706,USD,1
20240707,CAD,1.3614
20240707,EUR,0.92387
20240707,GBP,0.78172
20240707,JPY,160.81
20240707,USD,1
20240708,CAD,1.3634
20240708,EUR,0.92293
20240708,GBP,0.77905
20240708,JPY,160.93
20240708,USD,1
20240709,CAD,1.3642
20240709,EUR,0.92473
20240709,GBP,0.78131
20240709,JPY,161.09
20240709,USD,1
20240710,CAD,1.3633
20240710,EUR,0.92379
20240710,GBP,0.78077
20240710,JPY,161.47
20240710,USD,1
20240711,CAD,1.3631
20240711,EUR,0.92123
20240711,GBP,0.77665
20240711,JPY,161.58
20240711,USD,1
20240712,CAD,1.3622
20240712,EUR,0.91827
20240712,GBP,0.77162
20240712,JPY,158.74
20240712,USD,1
20240713,CAD,1.3622
20240713,EUR,0.91827
20240713,GBP,0.77162
20240713,JPY,158.74
20240713,USD,1
20240714,CAD,1.3622
20240714,EUR,0.91827
20240714,GBP,0.77162
20240714,JPY,158.74
20240714,USD,1
20240715,CAD,1.3642
20240715,EUR,0.91684
20240715,GBP,0.77056
20240715,JPY,158.01
20240715,USD,1
20240716,CAD,1.3677
20240716,EUR,0.91726
20240716,GBP,0.77103
20240716,JPY,158.37
20240716,USD,1
20240717,CAD,1.3672
20240717,EUR,0.91458
20240717,GBP,0.76747
20240717,JPY,156.58
20240717,USD,1
20240718,CAD,1.3681
20240718,EUR,0.91491
20240718,GBP,0.77013
20240718,JPY,156.47
20240718,USD,1
20240719,CAD,1.3717
20240719,EUR,0.91827
20240719,GBP,0.77392
20240719,JPY,157.58
20240719,USD,1
20240720,CAD,1.3717
20240720,EUR,0.91827
20240720,GBP,0.77392
20240720,JPY,157.58
20240720,USD,1
20240721,CAD,1.3717
20240721,EUR,0.91827
20240721,GBP,0.77392
20240721,JPY,157.58
